Suburb,Rooms,Type,Price,Method,SellerG,Date,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Propertycount,price_airbnb
Brighton,2,u,737000.0,S,Nick,22/05/2016,3186.0,1.0,1.0,106.0,,1975.0,Bayside,10579.0,268.2983870967742
Brighton,2,h,1532000.0,S,Hodges,22/08/2016,3186.0,1.0,2.0,411.0,165.0,1910.0,Bayside,10579.0,268.2983870967742
Brighton,3,u,1250000.0,S,Marshall,22/08/2016,3186.0,2.0,0.0,0.0,,,Bayside,10579.0,268.2983870967742
Brighton,3,u,835000.0,PI,Marshall,22/08/2016,3186.0,2.0,1.0,0.0,,,Bayside,10579.0,268.2983870967742
Brighton,3,h,2320000.0,S,Nick,24/09/2016,3186.0,2.0,2.0,589.0,,,Bayside,10579.0,268.2983870967742
Brighton,4,h,2000000.0,S,Marshall,25/02/2017,3186.0,2.0,2.0,471.0,,,Bayside,10579.0,268.2983870967742
Brighton,2,t,1230000.0,S,Hodges,25/02/2017,3186.0,2.0,2.0,201.0,,,Bayside,10579.0,268.2983870967742
Brighton,3,h,2375000.0,S,Buxton,25/02/2017,3186.0,2.0,2.0,470.0,,,Bayside,10579.0,268.2983870967742
Brighton,2,t,1037000.0,S,Buxton,25/02/2017,3186.0,1.0,2.0,125.0,2.0,2009.0,Bayside,10579.0,268.2983870967742
Brighton,4,h,3050000.0,SP,Buxton,25/02/2017,3186.0,4.0,2.0,578.0,319.0,1995.0,Bayside,10579.0,268.2983870967742
Brighton,4,t,1630000.0,SP,Biggin,25/02/2017,3186.0,2.0,2.0,432.0,196.0,2000.0,Bayside,10579.0,268.2983870967742
Brighton,2,h,1701000.0,S,Buxton,25/02/2017,3186.0,1.0,2.0,0.0,,,Bayside,10579.0,268.2983870967742
Brighton,2,u,760000.0,PI,Hodges,25/02/2017,3186.0,1.0,2.0,0.0,,,Bayside,10579.0,268.2983870967742
Brighton,4,h,2640000.0,S,Hodges,26/07/2016,3186.0,2.0,2.0,848.0,246.0,1975.0,Bayside,10579.0,268.2983870967742
Brighton,2,u,850000.0,PI,Buxton,27/11/2016,3186.0,1.0,1.0,0.0,,,Bayside,10579.0,268.2983870967742
Brighton,1,u,671000.0,S,Buxton,27/11/2016,3186.0,1.0,1.0,70.0,74.0,1980.0,Bayside,10579.0,268.2983870967742
Brighton,4,t,2250000.0,SP,Marshall,27/11/2016,3186.0,2.0,2.0,230.0,281.0,2012.0,Bayside,10579.0,268.2983870967742
Brighton,3,h,2900000.0,S,Nick,27/11/2016,3186.0,1.0,1.0,659.0,161.0,1942.0,Bayside,10579.0,268.2983870967742
Brighton,3,u,1620000.0,S,Buxton,27/11/2016,3186.0,2.0,2.0,231.0,,,Bayside,10579.0,268.2983870967742
Brighton,3,h,3550000.0,S,Nick,27/11/2016,3186.0,2.0,0.0,1007.0,,,Bayside,10579.0,268.2983870967742
Brighton,4,h,2750000.0,S,Nick,28/05/2016,3186.0,2.0,2.0,687.0,,,Bayside,10579.0,268.2983870967742
Brighton,5,h,3751000.0,S,Marshall,28/05/2016,3186.0,3.0,2.0,584.0,,,Bayside,10579.0,268.2983870967742
Brighton,3,t,1425000.0,S,Hodges,28/05/2016,3186.0,2.0,2.0,495.0,,,Bayside,10579.0,268.2983870967742
Brighton,4,h,2405000.0,S,RT,28/05/2016,3186.0,1.0,2.0,695.0,142.0,1970.0,Bayside,10579.0,268.2983870967742
Brighton,3,u,1352500.0,S,hockingstuart,28/08/2016,3186.0,2.0,1.0,280.0,110.0,1993.0,Bayside,10579.0,268.2983870967742
Brighton,3,h,2030000.0,S,Nick,28/08/2016,3186.0,2.0,2.0,366.0,,,Bayside,10579.0,268.2983870967742
Brighton,5,h,3105000.0,S,Marshall,28/08/2016,3186.0,2.0,2.0,1045.0,304.0,1930.0,Bayside,10579.0,268.2983870967742
Brighton,3,h,1171000.0,S,Nick,28/08/2016,3186.0,2.0,2.0,279.0,,1970.0,Bayside,10579.0,268.2983870967742
Brighton,2,t,1400000.0,S,RT,28/08/2016,3186.0,2.0,1.0,267.0,,,Bayside,10579.0,268.2983870967742
Brighton,3,h,1600000.0,VB,RT,30/07/2016,3186.0,2.0,2.0,266.0,,2000.0,Bayside,10579.0,268.2983870967742
Brighton,4,h,1500000.0,VB,Hodges,30/07/2016,3186.0,2.0,1.0,549.0,195.0,1990.0,Bayside,10579.0,268.2983870967742
Brighton East,4,h,1940000.0,S,hockingstuart,3/09/2016,3187.0,2.0,2.0,682.0,240.0,1960.0,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1850000.0,S,Nick,3/09/2016,3187.0,2.0,2.0,617.0,268.0,1940.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,930000.0,SP,Marshall,3/09/2016,3187.0,1.0,1.0,329.0,117.0,1930.0,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1310000.0,PI,hockingstuart,3/12/2016,3187.0,3.0,2.0,618.0,213.0,2008.0,Bayside,6938.0,193.8679245283019
Brighton East,2,h,1250000.0,SP,hockingstuart,3/12/2016,3187.0,1.0,2.0,443.0,,,Bayside,6938.0,193.8679245283019
Brighton East,4,h,2504000.0,S,Marshall,3/12/2016,3187.0,2.0,2.0,674.0,183.0,1950.0,Bayside,6938.0,193.8679245283019
Brighton East,2,u,700000.0,PI,hockingstuart,3/12/2016,3187.0,1.0,1.0,0.0,,,Bayside,6938.0,193.8679245283019
Brighton East,2,u,750000.0,SP,Buxton,3/12/2016,3187.0,1.0,3.0,305.0,,1970.0,Bayside,6938.0,193.8679245283019
Brighton East,3,t,1302500.0,S,Buxton,4/03/2017,3187.0,2.0,2.0,391.0,,,Bayside,6938.0,193.8679245283019
Brighton East,2,h,1445000.0,S,Biggin,4/03/2017,3187.0,1.0,1.0,649.0,126.0,1940.0,Bayside,6938.0,193.8679245283019
Brighton East,2,h,980000.0,S,Hodges,4/06/2016,3187.0,1.0,1.0,247.0,,,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1495000.0,S,Nick,4/06/2016,3187.0,2.0,2.0,597.0,,,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1825000.0,PI,Buxton,4/06/2016,3187.0,3.0,2.0,594.0,594.0,1973.0,Bayside,6938.0,193.8679245283019
Brighton East,5,h,1700000.0,VB,Marshall,4/06/2016,3187.0,2.0,1.0,994.0,274.0,1935.0,Bayside,6938.0,193.8679245283019
Brighton East,5,h,1400000.0,VB,Buxton,4/06/2016,3187.0,3.0,4.0,824.0,235.0,1930.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1075000.0,PI,hockingstuart,4/06/2016,3187.0,2.0,2.0,312.0,,1990.0,Glen Eira,6938.0,193.8679245283019
Brighton East,3,h,1860000.0,S,Marshall,6/08/2016,3187.0,2.0,2.0,686.0,,1948.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1500000.0,S,Nick,6/08/2016,3187.0,2.0,2.0,315.0,228.0,2000.0,Bayside,6938.0,193.8679245283019
Brighton East,3,t,870000.0,S,hockingstuart,6/08/2016,3187.0,2.0,2.0,158.0,,,Bayside,6938.0,193.8679245283019
Brighton East,4,h,2000000.0,PI,Buxton,7/05/2016,3187.0,2.0,2.0,687.0,,,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1400000.0,VB,Marshall,7/05/2016,3187.0,1.0,3.0,613.0,182.0,1950.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1300000.0,VB,Marshall,7/05/2016,3187.0,2.0,3.0,619.0,,,Bayside,6938.0,193.8679245283019
Brighton East,5,h,1600000.0,PI,RT,7/05/2016,3187.0,2.0,2.0,616.0,245.0,1945.0,Bayside,6938.0,193.8679245283019
Brighton East,5,h,1200000.0,VB,hockingstuart,7/05/2016,3187.0,2.0,5.0,775.0,270.0,1920.0,Bayside,6938.0,193.8679245283019
Brighton East,2,u,775000.0,S,Buxton,7/11/2016,3187.0,1.0,1.0,112.0,90.0,1960.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1480000.0,S,hockingstuart,7/11/2016,3187.0,2.0,2.0,697.0,143.0,1925.0,Bayside,6938.0,193.8679245283019
Brighton East,5,h,2900000.0,PI,Buxton,8/10/2016,3187.0,4.0,2.0,640.0,,1950.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1590000.0,S,Marshall,8/10/2016,3187.0,3.0,2.0,481.0,244.0,2012.0,Bayside,6938.0,193.8679245283019
Brighton East,4,h,2840000.0,S,Hodges,10/09/2016,3187.0,2.0,2.0,999.0,274.0,1972.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1580000.0,S,Marshall,10/09/2016,3187.0,2.0,2.0,597.0,,,Bayside,6938.0,193.8679245283019
Brighton East,4,t,1100000.0,VB,Gary,10/09/2016,3187.0,3.0,2.0,302.0,,,Bayside,6938.0,193.8679245283019
Brighton East,2,h,1000000.0,PI,Biggin,10/09/2016,3187.0,1.0,2.0,564.0,131.0,1948.0,Glen Eira,6938.0,193.8679245283019
Brighton East,5,h,2500000.0,VB,Hodges,10/12/2016,3187.0,3.0,2.0,634.0,,2005.0,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1700000.0,PI,Buxton,10/12/2016,3187.0,3.0,4.0,708.0,275.0,1950.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1405000.0,S,Buxton,10/12/2016,3187.0,1.0,1.0,490.0,,,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1290000.0,S,Greg,10/12/2016,3187.0,1.0,2.0,661.0,,1920.0,Bayside,6938.0,193.8679245283019
Brighton East,5,h,3207000.0,S,hockingstuart,10/12/2016,3187.0,5.0,3.0,1561.0,272.0,1969.0,Bayside,6938.0,193.8679245283019
Brighton East,3,u,880000.0,S,Buxton,11/02/2017,3187.0,2.0,2.0,304.0,34.0,1990.0,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1920000.0,S,Nick,11/02/2017,3187.0,1.0,1.0,1000.0,203.0,1960.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1301000.0,SP,Buxton,12/11/2016,3187.0,2.0,2.0,401.0,121.0,1926.0,Bayside,6938.0,193.8679245283019
Brighton East,4,t,2570000.0,S,Gary,12/11/2016,3187.0,3.0,2.0,898.0,,,Bayside,6938.0,193.8679245283019
Brighton East,5,h,2550000.0,S,Buxton,12/11/2016,3187.0,3.0,2.0,915.0,233.0,1960.0,Bayside,6938.0,193.8679245283019
Brighton East,5,h,1915000.0,S,Buxton,13/08/2016,3187.0,2.0,0.0,645.0,238.0,1970.0,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1650000.0,SA,hockingstuart,13/08/2016,3187.0,3.0,2.0,598.0,212.0,1948.0,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1530000.0,S,RT,14/05/2016,3187.0,2.0,1.0,603.0,177.0,1920.0,Bayside,6938.0,193.8679245283019
Brighton East,2,h,805000.0,PI,Hodges,14/05/2016,3187.0,1.0,2.0,347.0,,,Bayside,6938.0,193.8679245283019
Brighton East,4,h,2050000.0,SP,Marshall,15/10/2016,3187.0,2.0,4.0,678.0,233.0,1940.0,Bayside,6938.0,193.8679245283019
Brighton East,5,h,2550000.0,PI,RT,15/10/2016,3187.0,3.0,2.0,551.0,346.0,2016.0,Bayside,6938.0,193.8679245283019
Brighton East,2,u,905000.0,S,Hodges,15/10/2016,3187.0,1.0,2.0,189.0,93.0,1980.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1355000.0,S,C21,15/10/2016,3187.0,1.0,2.0,759.0,151.0,1930.0,Bayside,6938.0,193.8679245283019
Brighton East,2,h,1845000.0,S,Buxton,15/10/2016,3187.0,1.0,2.0,604.0,145.0,1950.0,Bayside,6938.0,193.8679245283019
Brighton East,5,h,1760000.0,PI,Kay,15/10/2016,3187.0,3.0,2.0,601.0,,,Bayside,6938.0,193.8679245283019
Brighton East,5,h,2050000.0,PI,RT,15/10/2016,3187.0,3.0,3.0,669.0,309.0,1970.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1620000.0,S,Marshall,16/04/2016,3187.0,2.0,4.0,678.0,,,Bayside,6938.0,193.8679245283019
Brighton East,3,t,940000.0,S,hockingstuart,16/04/2016,3187.0,2.0,3.0,0.0,,2004.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1710000.0,S,hockingstuart,17/09/2016,3187.0,3.0,2.0,435.0,228.0,1915.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1800000.0,S,Buxton,17/09/2016,3187.0,1.0,1.0,703.0,,,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1706000.0,S,Buxton,17/09/2016,3187.0,3.0,2.0,538.0,,,Bayside,6938.0,193.8679245283019
Brighton East,3,t,1300000.0,PI,Buxton,17/09/2016,3187.0,2.0,2.0,337.0,222.0,2000.0,Bayside,6938.0,193.8679245283019
Brighton East,2,u,770000.0,S,Hodges,18/03/2017,3187.0,1.0,2.0,157.0,,,Bayside,6938.0,193.8679245283019
Brighton East,4,h,2200000.0,PI,Buxton,18/06/2016,3187.0,2.0,2.0,654.0,286.0,2000.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1400000.0,S,Hodges,19/11/2016,3187.0,2.0,2.0,486.0,,,Bayside,6938.0,193.8679245283019
Brighton East,3,h,900000.0,S,Hodges,19/11/2016,3187.0,2.0,2.0,236.0,,,Bayside,6938.0,193.8679245283019
Brighton East,4,h,2150000.0,S,Buxton,19/11/2016,3187.0,3.0,2.0,614.0,225.0,1970.0,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1725000.0,SP,Hodges,19/11/2016,3187.0,3.0,2.0,798.0,,,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1755000.0,PI,RT,19/11/2016,3187.0,2.0,2.0,0.0,,,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1650000.0,VB,Hodges,22/05/2016,3187.0,2.0,4.0,506.0,,1997.0,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1720000.0,S,Buxton,22/05/2016,3187.0,2.0,2.0,676.0,,,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1815000.0,S,hockingstuart,22/05/2016,3187.0,2.0,2.0,732.0,,,Bayside,6938.0,193.8679245283019
Brighton East,5,h,1450000.0,PI,Buxton,22/05/2016,3187.0,3.0,2.0,527.0,,,Bayside,6938.0,193.8679245283019
Brighton East,1,t,681000.0,SP,Buxton,24/09/2016,3187.0,1.0,1.0,166.0,60.0,2012.0,Bayside,6938.0,193.8679245283019
Brighton East,3,t,1511000.0,S,RT,24/09/2016,3187.0,2.0,2.0,496.0,,,Bayside,6938.0,193.8679245283019
Brighton East,1,u,340000.0,VB,Buxton,25/02/2017,3187.0,1.0,1.0,0.0,57.0,1950.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1537000.0,SP,Marshall,25/02/2017,3187.0,2.0,2.0,324.0,,1999.0,Bayside,6938.0,193.8679245283019
Brighton East,3,h,1100000.0,S,HAR,25/02/2017,3187.0,1.0,1.0,420.0,,,Bayside,6938.0,193.8679245283019
Brighton East,2,h,994000.0,S,Buxton,25/02/2017,3187.0,2.0,2.0,539.0,,,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1447000.0,S,Marshall,25/02/2017,3187.0,1.0,2.0,590.0,,,Bayside,6938.0,193.8679245283019
Brighton East,2,u,692000.0,S,Buxton,26/07/2016,3187.0,1.0,1.0,74.0,66.0,1960.0,Bayside,6938.0,193.8679245283019
Brighton East,4,t,1367000.0,S,McGrath,26/07/2016,3187.0,2.0,2.0,315.0,4.0,2000.0,Bayside,6938.0,193.8679245283019
Brighton East,2,u,903000.0,S,Hodges,27/11/2016,3187.0,1.0,1.0,171.0,101.0,1970.0,Bayside,6938.0,193.8679245283019
Brighton East,4,h,2820000.0,S,Buxton,27/11/2016,3187.0,4.0,4.0,509.0,337.0,1960.0,Bayside,6938.0,193.8679245283019
Brighton East,2,h,1813000.0,S,Buxton,27/11/2016,3187.0,1.0,2.0,660.0,117.0,1930.0,Bayside,6938.0,193.8679245283019
Brighton East,5,h,1655000.0,S,Buxton,27/11/2016,3187.0,2.0,2.0,679.0,288.0,1950.0,Bayside,6938.0,193.8679245283019
Brighton East,3,t,1230000.0,S,hockingstuart,28/05/2016,3187.0,2.0,2.0,297.0,193.0,1980.0,Bayside,6938.0,193.8679245283019
Brighton East,4,h,1389000.0,S,Buxton,28/05/2016,3187.0,1.0,2.0,656.0,150.0,1930.0,Bayside,6938.0,193.8679245283019
Brighton East,2,u,750000.0,S,Buxton,28/05/2016,3187.0,1.0,1.0,227.0,,1980.0,Bayside,6938.0,193.8679245283019
Brighton East,3,u,1245000.0,S,Buxton,28/05/2016,3187.0,2.0,1.0,227.0,,1998.0,Bayside,6938.0,193.8679245283019
Brighton East,4,h,2310000.0,S,Buxton,28/05/2016,3187.0,2.0,2.0,757.0,130.0,1930.0,Bayside,6938.0,193.8679245283019
Brighton East,3,t,1420000.0,S,hockingstuart,28/08/2016,3187.0,2.0,2.0,247.0,,,Bayside,6938.0,193.8679245283019
Brighton East,2,u,563000.0,S,hockingstuart,30/07/2016,3187.0,1.0,1.0,1233.0,,1960.0,Bayside,6938.0,193.8679245283019
Brighton East,2,t,1014000.0,S,Buxton,30/07/2016,3187.0,1.0,1.0,267.0,131.0,1990.0,Bayside,6938.0,193.8679245283019
Brunswick,2,u,428000.0,S,Brad,3/09/2016,3056.0,1.0,2.0,0.0,,1970.0,Moreland,11918.0,94.67264573991031
Brunswick,2,h,1026000.0,S,Nelson,3/09/2016,3056.0,1.0,0.0,225.0,108.0,1905.0,Moreland,11918.0,94.67264573991031
Brunswick,4,h,1802500.0,S,Jellis,3/12/2016,3056.0,3.0,1.0,238.0,93.0,1910.0,Moreland,11918.0,94.67264573991031
Brunswick,4,h,1500000.0,VB,Nelson,3/12/2016,3056.0,3.0,1.0,365.0,209.0,1890.0,Moreland,11918.0,94.67264573991031
Brunswick,4,h,2230000.0,S,Nelson,4/03/2017,3056.0,2.0,3.0,851.0,287.0,1940.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,1050000.0,SP,hockingstuart,4/06/2016,3056.0,1.0,2.0,264.0,,,Moreland,11918.0,94.67264573991031
Brunswick,2,u,410000.0,S,Ray,4/06/2016,3056.0,1.0,1.0,0.0,66.0,2000.0,Moreland,11918.0,94.67264573991031
Brunswick,1,u,272500.0,PI,Walshe,4/06/2016,3056.0,1.0,1.0,0.0,40.0,1970.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,680000.0,PI,Nelson,4/06/2016,3056.0,3.0,1.0,81.0,100.0,2016.0,Moreland,11918.0,94.67264573991031
Brunswick,2,u,400000.0,S,Jellis,6/08/2016,3056.0,1.0,1.0,0.0,61.0,1970.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,950000.0,SP,Jellis,6/08/2016,3056.0,1.0,0.0,170.0,96.0,1910.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,1310000.0,PI,Nelson,7/05/2016,3056.0,2.0,2.0,426.0,,1880.0,Moreland,11918.0,94.67264573991031
Brunswick,4,t,860000.0,PI,Nelson,7/05/2016,3056.0,2.0,1.0,95.0,97.0,,Moreland,11918.0,94.67264573991031
Brunswick,2,h,845500.0,S,Nelson,7/05/2016,3056.0,1.0,1.0,179.0,90.0,1890.0,Moreland,11918.0,94.67264573991031
Brunswick,2,h,860000.0,S,Nelson,7/05/2016,3056.0,1.0,1.0,181.0,,1910.0,Moreland,11918.0,94.67264573991031
Brunswick,2,t,605000.0,PI,Jellis,7/05/2016,3056.0,1.0,1.0,0.0,78.0,2009.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,1055000.0,S,Nelson,7/05/2016,3056.0,1.0,1.0,324.0,,1930.0,Moreland,11918.0,94.67264573991031
Brunswick,2,u,445000.0,S,Walshe,7/05/2016,3056.0,1.0,1.0,0.0,61.0,1975.0,Moreland,11918.0,94.67264573991031
Brunswick,2,u,659500.0,S,Walshe,7/11/2016,3056.0,1.0,1.0,100.0,85.0,1970.0,Moreland,11918.0,94.67264573991031
Brunswick,2,u,600000.0,S,Nelson,7/11/2016,3056.0,1.0,1.0,0.0,75.0,2011.0,Moreland,11918.0,94.67264573991031
Brunswick,3,u,627000.0,S,Nelson,7/11/2016,3056.0,2.0,2.0,0.0,,,Moreland,11918.0,94.67264573991031
Brunswick,4,h,1450000.0,S,Jellis,7/11/2016,3056.0,2.0,2.0,323.0,,,Moreland,11918.0,94.67264573991031
Brunswick,3,h,990000.0,S,Nelson,7/11/2016,3056.0,1.0,2.0,410.0,,,Moreland,11918.0,94.67264573991031
Brunswick,4,h,1115000.0,PI,Jellis,8/10/2016,3056.0,1.0,0.0,264.0,139.0,1900.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,1125000.0,S,Jellis,8/10/2016,3056.0,1.0,1.0,278.0,91.0,1910.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,855000.0,S,Nelson,8/10/2016,3056.0,1.0,1.0,229.0,97.0,1930.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,910000.0,S,Jellis,8/10/2016,3056.0,1.0,1.0,215.0,,,Moreland,11918.0,94.67264573991031
Brunswick,3,t,940000.0,S,Ray,8/10/2016,3056.0,2.0,1.0,186.0,140.0,2016.0,Moreland,11918.0,94.67264573991031
Brunswick,2,h,1100000.0,S,Nelson,10/09/2016,3056.0,1.0,0.0,153.0,,1900.0,Moreland,11918.0,94.67264573991031
Brunswick,2,t,750000.0,PI,Nelson,10/09/2016,3056.0,2.0,1.0,118.0,88.0,2013.0,Moreland,11918.0,94.67264573991031
Brunswick,2,h,1056000.0,S,Nelson,10/09/2016,3056.0,1.0,1.0,315.0,108.0,1910.0,Moreland,11918.0,94.67264573991031
Brunswick,2,t,620000.0,S,Harrington,10/12/2016,3056.0,2.0,1.0,72.0,2.0,,Moreland,11918.0,94.67264573991031
Brunswick,3,u,880000.0,S,Dingle,10/12/2016,3056.0,2.0,1.0,122.0,152.0,2000.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,1222500.0,S,Nelson,10/12/2016,3056.0,1.0,0.0,331.0,126.0,1890.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,810000.0,PI,Rendina,11/02/2017,3056.0,2.0,3.0,177.0,,,Moreland,11918.0,94.67264573991031
Brunswick,2,h,1105000.0,S,Nelson,11/02/2017,3056.0,1.0,1.0,147.0,,,Moreland,11918.0,94.67264573991031
Brunswick,2,h,1260000.0,S,Jellis,11/02/2017,3056.0,1.0,1.0,385.0,,1925.0,Moreland,11918.0,94.67264573991031
Brunswick,3,t,955000.0,S,Nelson,11/02/2017,3056.0,2.0,2.0,327.0,110.0,2007.0,Moreland,11918.0,94.67264573991031
Brunswick,1,t,895000.0,S,Nelson,11/02/2017,3056.0,1.0,0.0,0.0,,,Moreland,11918.0,94.67264573991031
Brunswick,2,h,1094000.0,S,Nelson,11/03/2017,3056.0,1.0,2.0,301.0,,,Moreland,11918.0,94.67264573991031
Brunswick,3,h,1135000.0,S,Barry,11/03/2017,3056.0,1.0,1.0,438.0,,,Moreland,11918.0,94.67264573991031
Brunswick,2,h,792000.0,S,Nelson,12/11/2016,3056.0,1.0,1.0,149.0,,,Moreland,11918.0,94.67264573991031
Brunswick,2,u,587000.0,SP,Jellis,12/11/2016,3056.0,1.0,1.0,114.0,65.0,1970.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,1060000.0,S,Nelson,12/11/2016,3056.0,1.0,0.0,257.0,121.0,1935.0,Moreland,11918.0,94.67264573991031
Brunswick,2,h,840000.0,S,Jellis,12/11/2016,3056.0,1.0,1.0,186.0,,,Moreland,11918.0,94.67264573991031
Brunswick,2,h,890000.0,S,Jellis,12/11/2016,3056.0,1.0,1.0,199.0,93.0,1900.0,Moreland,11918.0,94.67264573991031
Brunswick,4,h,1358000.0,S,Nelson,13/08/2016,3056.0,1.0,1.0,416.0,,,Moreland,11918.0,94.67264573991031
Brunswick,3,h,840000.0,VB,Brad,13/08/2016,3056.0,1.0,0.0,209.0,,,Moreland,11918.0,94.67264573991031
Brunswick,2,t,685000.0,SP,Jellis,13/08/2016,3056.0,2.0,1.0,0.0,100.0,2002.0,Moreland,11918.0,94.67264573991031
Brunswick,2,u,600000.0,S,Woodards,13/08/2016,3056.0,1.0,1.0,768.0,,1970.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,905000.0,S,Nelson,14/05/2016,3056.0,1.0,1.0,314.0,,,Moreland,11918.0,94.67264573991031
Brunswick,3,h,976000.0,S,Jellis,14/05/2016,3056.0,2.0,1.0,240.0,162.0,2005.0,Moreland,11918.0,94.67264573991031
Brunswick,3,t,641000.0,SP,RW,14/05/2016,3056.0,2.0,1.0,0.0,112.0,1900.0,Moreland,11918.0,94.67264573991031
Brunswick,2,h,770000.0,S,Nelson,15/10/2016,3056.0,1.0,0.0,152.0,87.0,1910.0,Moreland,11918.0,94.67264573991031
Brunswick,1,u,279500.0,S,Walshe,15/10/2016,3056.0,1.0,1.0,0.0,51.0,1970.0,Moreland,11918.0,94.67264573991031
Brunswick,4,h,1800000.0,VB,Nelson,15/10/2016,3056.0,2.0,3.0,271.0,180.0,1900.0,Moreland,11918.0,94.67264573991031
Brunswick,4,h,1350000.0,S,Nelson,15/10/2016,3056.0,1.0,1.0,370.0,151.0,1940.0,Moreland,11918.0,94.67264573991031
Brunswick,4,h,1320000.0,S,Nelson,15/10/2016,3056.0,2.0,1.0,281.0,156.0,1920.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,825000.0,S,Nelson,16/04/2016,3056.0,1.0,1.0,210.0,130.0,1900.0,Moreland,11918.0,94.67264573991031
Brunswick,2,h,860000.0,S,Nelson,16/04/2016,3056.0,1.0,2.0,352.0,,1900.0,Moreland,11918.0,94.67264573991031
Brunswick,2,h,830000.0,S,Nelson,16/04/2016,3056.0,1.0,1.0,319.0,,,Moreland,11918.0,94.67264573991031
Brunswick,2,h,936000.0,S,Nelson,16/04/2016,3056.0,1.0,2.0,200.0,,,Moreland,11918.0,94.67264573991031
Brunswick,3,h,1261000.0,S,Nelson,16/04/2016,3056.0,1.0,1.0,216.0,100.0,1910.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,1045000.0,S,Jellis,16/04/2016,3056.0,1.0,2.0,222.0,105.0,1890.0,Moreland,11918.0,94.67264573991031
Brunswick,3,u,1044000.0,S,Jellis,16/07/2016,3056.0,1.0,1.0,0.0,85.0,2000.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,1050000.0,SP,Nelson,17/09/2016,3056.0,1.0,1.0,239.0,126.0,1910.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,1691500.0,S,Nelson,17/09/2016,3056.0,2.0,3.0,470.0,152.0,1920.0,Moreland,11918.0,94.67264573991031
Brunswick,2,h,1075000.0,PI,Jellis,17/09/2016,3056.0,1.0,0.0,311.0,108.0,1930.0,Moreland,11918.0,94.67264573991031
Brunswick,2,u,620000.0,S,Brad,17/09/2016,3056.0,1.0,1.0,135.0,,1975.0,Moreland,11918.0,94.67264573991031
Brunswick,2,u,501000.0,S,Nelson,18/03/2017,3056.0,1.0,1.0,1140.0,80.0,2010.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,1260000.0,S,Rendina,18/03/2017,3056.0,1.0,6.0,563.0,98.0,1960.0,Moreland,11918.0,94.67264573991031
Brunswick,3,h,1650000.0,S,Nelson,18/03/2017,3056.0,1.0,2.0,495.0,141.0,1920.0,Moreland,11918.0,94.67264573991031
Brunswick,2,u,601000.0,S,Brad,18/03/2017,3056.0,1.0,1.0,0.0,57.0,1970.0,Moreland,11918.0,94.67264573991031
